Cod_setor;V011
240530605000008;443,16
240530605000009;377,65
240530605000010;361,49
240530610000001;480,32
240530610000002;450,71
240530610000003;347,63
240540505000001;382,17
240540505000002;419,67
240540505000003;667,99
240540505000004;391,94
240540505000005;339,21
240540505000006;315,75
240540505000007;294,72
240540505000008;454,73
240540505000009;432,81
240540505000010;431,56
240540505000011;288,43
240550405000001;644,04
240550405000002;502,82
240550405000003;453,61
240550405000004;466,99
240550405000005;381,44
240560305000001;820,21
240560305000002;979,06
240560305000003;549,24
240560305000004;881,53
240560305000005;588,52
240560305000006;495,24
240560305000007;700,34
240560305000008;564,79
240560305000009;492,93
240560305000010;708,48
240560305000011;561,49
240560305000012;470,26
240560305000013;480,5
240560305000014;392,76
240560305000015;510,96
240560305000016;437,83
240560305000017;413,27
240560305000018;467,81
240560305000019;457,73
240560305000020;464,83
240560305000021;473,81
240560305000022;483
240560305000023;521,12
240570205000001;954,42
240570205000002;1182,88
240570205000003;717,61
240570205000004;454,47
240570205000005;1002,14
240570205000006;546,54
240570205000007;704,15
240570205000008;497,02
240570205000009;524,82
240570205000010;447,97
240570205000011;520,03
240570205000012;471,21
240570205000013;537,71
240570205000014;736,08
240570205000015;757,9
240570205000016;548,27
240570205000017;395,19
240570205000018;768,55
240570205000019;494,7
240580105000001;821,09
240580105000002;590,14
240580105000003;368,2
240580105000004;441,03
240580105000005;461,84
240580105000006;639,92
240580105000007;607,63
240580105000008;429,12
240580105000009;510,04
240580105000010;1130,51
240580105000011;1088,99
240580105000012;465,98
240580105000013;974,43
240580105000014;484,44
240580105000015;391,26
240580105000016;456,45
240580105000017;345,47
240580105000018;350,29
240580105000019;332,4
240580105000020;312,54
240580105000021;484,15
240580105000022;386,45
240580105000023;363,73
240580105000024;333,68
240580105000025;351,56
240580105000026;322,8
240580105000027;442,09
240580105000028;365,74
240580105000029;489,36
240580105000030;412,3
240580105000031;400,47
240580105000032;510,23
240580105000033;403,7
240580105000034;422,91
240580105000035;338,32
240580105000036;337
240580105000037;483,82
240580105000038;394,95
240580105000039;343,29
240580105000040;437,94
240580105000041;358,6
240580105000042;446,72
240580105000043;837,51
240580105000044;940,39
240580105000045;795,36
240580105000046;634,02
240580105000047;551,39
240580105000048;301,99
240580105000049;340,97
240580105000050;399,35
240590005000001;558,98
240590005000002;379,38
240590005000003;382,53
240590005000004;448,5
240590010000001;480,38
240590010000002;618,03
240600705000001;432,35
240600705000002;746,98
240600705000003;593,03
240600705000004;352,7
240600705000005;400,26
240600705000006;588,88
240600705000007;387,17
240600710000001;415,49
240600710000002;366,46
240600710000003;410,65
240610605000001;640,28
240610605000002;492,84
240610605000003;546,06
240610605000004;723,63
240610605000005;479,62
240610605000006;537,01
240610605000007;741,53
240610605000008;370,65
240610605000009;598,3
240610605000010;379,89
240610605000011;413,56
240610605000012;454,56
240610605000013;514,38
240610605000014;472,19
240610605000015;349,53
240610605000016;405,62
240610605000017;344,65
240610605000018;312,54
240610605000019;372,95
240610605000020;410,17
240610605000021;535,07
240610605000022;532,52
240610605000023;868,75
240610605000024;636,26
240610605000025;374
240610605000026;790,24
240610605000027;334,58
240610605000028;446,99
240615505000001;689,05
240615505000002;484,78
240615505000003;430,28
240615505000004;462,09
240615505000005;478,84
240615505000006;432,95
240615505000007;463,85
240620505000001;749,66
240620505000002;358,76
240620505000003;431,45
240620505000004;330,45
240620505000005;438,53
240620505000006;381,27
240620505000007;435,94
240620505000008;417,92
240620505000009;601,9
240620505000010;707,29
240630405000001;523,07
240630405000002;610,47
240630405000003;413,4
240630405000004;361,37
240630405000005;334,08
240630405000006;364,75
240630405000007;402,46
240630405000008;408,66
240630405000009;360,67
240630405000010;554,63
240630405000011;442,74
240630405000012;312,79
240630405000013;345,04
240640305000001;494,8
240640305000002;585,93
240640305000003;490,54
240640305000004;375,27
240650205000001;456,86
240650205000002;472,28
240650205000003;488,33
240650205000004;547,87
240650205000005;450,19
240650205000006;425,58
240650205000007;363,9
240650205000008;405,07
240650205000009;382,76
240650205000010;388,6
240650205000011;359,24
240650205000012;321,78
240650205000013;370,37
240650205000014;340,75
240650205000015;331,4
240650205000016;342,61
240650205000017;672,12
240650205000018;363,18
240650205000019;480,73
240650205000020;557,33
240650205000021;867,18
240650205000022;731,89
240650205000023;446,24
240650205000024;721,33
240660105000001;516,3
240660105000002;631,67
240660105000003;402,51
240660105000004;464,49
240660105000005;387,74
240660105000006;429,44
240660105000007;405,84
240660105000008;448,31
240660105000009;367,22
240660105000010;662,71
240670005000001;938,28
240670005000002;528,62
240670005000003;397,25
240670005000004;842,85
240670005000005;447,51
240670005000006;411,29
240670005000007;473,44
240670005000008;1190,45
240670005000009;848,28
240670005000010;465,23
240670005000011;556,94
240670005000012;539,51
240670005000013;608,41
240670005000014;503,78
240670010000001;492,1
240670010000002;476,77
240670010000003;317,68
240670010000004;409,09
240680905000001;614,93
240680905000002;575,87
240680905000003;420,91
240680905000004;352,97
240680905000005;448,97
240680905000006;394,58
240680905000007;599,1
240690805000001;551,12
240690805000002;706,65
240690805000003;426,49
240690805000004;501,8
240690805000005;327,05
240690805000006;676,95
240700505000001;709,44
240700505000002;556,75
240700505000003;368,5
240700505000004;473,3
240700505000005;386,9
240700505000006;404,09
240700505000007;311,09
240700505000008;1014,27
240700505000009;542,68
240700505000010;526,95
240700505000011;600,52
240700515000001;369,44
240700515000002;361,5
240700515000003;296,81
240710405000001;758,12
240710405000002;851,76
240710405000003;946
240710405000004;583,53
240710405000005;608,31
240710405000006;711,04
240710405000007;628,31
240710405000008;1166,39
240710405000009;964,26
240710405000010;894,48
240710405000011;779,16
240710405000012;1247,31
240710405000013;570,4
240710405000014;795,11
240710405000015;1051,91
240710405000016;616,31
240710405000017;605,31
240710405000018;522,74
240710405000019;732,58
240710405000020;832,56
240710405000021;908,88
240710405000022;701,09
240710405000023;505,72
240710405000024;539,08
240710405000025;483,96
240710405000026;538,82
240710405000027;523,67
240710405000028;417,63
240710405000029;457,14
240710405000030;614,75
240710405000031;641,06
240710405000032;516,64
240710405000033;512,55
240710405000034;734,65
240710405000035;583,03
240710405000036;735
240710405000037;441,13
240710405000038;474,78
240710405000039;487,75
240710405000040;456,53
240710405000041;414,52
240710405000042;489,39
240710405000043;390,8
240710405000044;579,88
240710405000045;490,46
240710405000046;493,63
240710405000047;460,85
240710405000048;445,65
240710405000049;512,88
240710405000050;472,27
240710405000051;526,9
240710405000052;416,86
240710405000053;405,56
240710405000054;732,29
240710405000055;365,76
240710405000056;305
240710405000057;345,34
240710405000058;415,18
240710405000059;417,26
240710405000060;613,27
240710405000061;418,78
240710405000062;506,38
240710405000063;715,52
240710405000064;576,46
240710405000065;444,7
240710405000066;622,86
240710405000067;1232,46
240710405000068;832,66
240710405000069;664,79
240710405000070;516,25
240710405000071;633,31
240710405000072;1057,58
240710405000073;484,04
240710405000074;617,68
240710405000075;447,24
240710405000076;906,67
240710405000077;809,83
240710405000078;617,33
240710405000079;598,74
240710405000080;429,86
240710405000081;760,68
240710405000082;593,67
240710405000083;440,6
240710405000084;479,94
240710405000085;463,89
240710405000086;494,15
240710405000087;505,68
240710405000088;472,19
240710405000089;581,47
240710405000090;496,94
240710405000091;658,82
240710405000092;490,11
240710405000093;795,43
240710405000094;461,63
240720305000001;1018,84
240720305000002;736,54
240720305000003;863,82
240720305000004;949,29
240720305000005;1204,34
240720305000006;1100,83
240720305000007;854,18
240720305000008;623,03
240720305000009;495,04
240720305000010;609,94
240720305000011;752,84
240720305000012;636,59
240720305000013;790,43
240720305000014;745,18
240720305000015;1256,32
240720305000016;605,06
240720305000017;1032,3
240720305000018;1062,89
240720305000019;876,34
240720305000020;737,7
240720305000021;511,42
240720305000022;558,83
240720305000023;1210,53
240720305000024;626,37
240720305000025;677,74
240720305000026;683,59
240720305000027;370,77
240720305000028;353,64
240720305000029;716,34
240720305000030;585,71
240720305000031;410,2
240720305000032;760,27
240720305000033;613,36
240720305000034;422,43
240720305000035;547,59
240720305000036;409,91
240720305000037;360,23
240720305000038;1498,03
240720305000039;506,22
240720305000040;542,1
240720305000041;473,58
240725205000001;445,26
240725205000002;356,35
240725205000003;491,15
240725205000004;511,64
240725205000005;522,74
240725205000006;394,91
240730205000001;834,69
240730205000002;356,84
240730205000003;441,29
240730205000004;599,52
240730205000005;399,98
240730205000006;362,67
240730205000007;339,45
240730205000008;411,98
240730205000009;374,46
240730205000010;340,43
240730205000011;382,96
240730205000012;557,18
240730205000013;543,07
240730205000014;640,18
240740105000001;525,71
240740105000002;597,91
240740105000003;678,47
240740105000004;458,65
240740105000005;453,6
240740105000006;459,02
240740105000007;393,04
240740105000008;421,21
240740105000009;638,39
240740105000010;1244,17
240740105000011;599,56
240740110000001;474,43
240740110000002;441,48
240750005000001;1126,63
240750005000002;650,91
240750005000003;482,52
240750005000004;482,61
240750005000005;443,75
240750005000006;403,36
240750005000007;537,73
240750005000008;340,99
240750005000009;488,79
240750005000010;465,12
240750005000011;477,01
240750005000012;547,75
240750005000013;513,92
240750005000014;801,86
240760905000001;347,03
240760905000002;647,46
240760905000003;480,92
240760905000004;576,46
240760905000005;574,74
240770805000001;455
240770805000002;408,79
240770805000003;606,86
240770805000004;466,79
240770805000005;692,58
240770805000006;711,19
240770805000007;337,83
240770805000008;375,04
240770805000009;363,79
240770805000010;682,8
240770805000011;437,96
240770805000012;457,08
240770805000013;376,28
240770805000014;472,15
240780705000001;1007,87
240780705000002;451,41
240780705000003;711,82
240780705000004;586,71
240780705000005;870,01
240780705000006;493,84
240780705000007;694,36
240780705000008;459,14
240780705000009;376,21
240780705000010;529,27
240780705000011;625,91
240780705000012;578,05
240780705000013;381,9
240780705000014;615,86
240780705000015;520,23
240780705000016;447,22
240780705000017;505,02
240780705000018;499,8
240780705000019;414,53
240780705000020;478,41
240780705000021;452,18
240780705000022;361,22
240780705000023;542,67
240780705000024;536,18
240780705000025;383,81
240780705000026;470,86
240780705000027;809,98
240780705000028;494,81
240780705000029;522,52
240780705000030;418,11
240780705000031;431,05
240790605000001;476,66
240790605000002;453,31
240790605000003;396,85
240790605000004;674,33
240800305000001;1063,92
240800305000002;933,92
240800305000003;897,7
240800305000004;1012,82
240800305000005;1013,6
240800305000006;868,25
240800305000007;1016,81
240800305000008;1211,81
240800305000009;2596,62
240800305000010;1305,81
240800305000011;625,09
240800305000012;453,42
240800305000013;667,18
240800305000014;600,94
240800305000015;715,22
240800305000016;645,1
240800305000017;735,57
240800305000018;654,16
240800305000019;958,72
240800305000020;796,07
240800305000021;753,72
240800305000022;675,79
240800305000023;871
240800305000024;608,76
240800305000025;524,38
240800305000026;1144,39
240800305000027;841,7
240800305000028;550,64
240800305000029;1709,68
240800305000030;1057,08
240800305000031;611,41
240800305000032;1264,94
240800305000033;3113,32
240800305000034;4279,82
240800305000035;1168,89
240800305000036;1296,94
240800305000037;866,99
240800305000038;728,51
240800305000039;809,67
240800305000040;898,1
240800305000041;943,33
240800305000042;902,68
240800305000043;877,99
240800305000044;1104,03
240800305000045;1433,2
240800305000046;1478,61
240800305000047;1769,95
240800305000048;713,28
240800305000049;1328,66
240800305000050;1909,31
240800305000051;1234,29
240800305000052;1248,29
240800305000053;538,34
240800305000054;1161,43
240800305000055;1208,87
240800305000056;647,52
240800305000057;642,29
240800305000058;769,85
240800305000059;933,71
240800305000060;1361,31
240800305000061;1498,71
240800305000062;761,26
240800305000063;648,27
240800305000064;859,45
240800305000065;2630,32
240800305000066;1034,95
240800305000067;763,74
240800305000068;1984,56
240800305000069;574,23
240800305000070;558,64
240800305000071;528,12
240800305000072;498,75
240800305000073;524,53
240800305000074;594,84
240800305000075;676,85
240800305000076;571,46
240800305000077;543,19
240800305000078;540,34
240800305000079;612,05
240800305000080;623,53
240800305000081;547,93
240800305000082;556,52
240800305000083;555,49
240800305000084;722,49
240800305000085;663,78
240800305000086;537,74
240800305000087;682,08
240800305000088;575,59
240800305000089;635,6
240800305000090;871,88
240800305000091;929,16
240800305000092;684,44
240800305000093;713,79
240800305000094;807,2
240800305000095;811,4
240800305000096;858,33
240800305000097;933,81
240800305000098;1024,48
240800305000099;1308,54
240800305000100;1339,48
240800305000101;976,9
240800305000102;768,69
240800305000103;891,08
240800305000104;770,56
240800305000105;1085,07
240800305000106;2842,64
240800305000107;2679,5
240800305000108;1660,52
240800305000109;672,12
240800305000110;846,05
240800305000111;967,01
240800305000112;1154,6
240800305000113;1421,99
240800305000114;952,05
240800305000115;1001,93
240800305000116;1037,36
240800305000117;1096,34
240800305000118;1299,68
240800305000119;1114,38
240800305000120;1419,01
240800305000121;1416,87
240800305000122;1294,26
240800305000123;745,76
240800305000124;2093,69
240800305000125;2331,06
240800305000126;2449,65
240800305000127;938,54
240800305000128;582,42
240800305000129;837,88
240800305000130;712,31
240800305000131;782,27
240800305000132;1089,44
240800305000133;1139,01
240800305000134;1064,74
240800305000135;1240,18
240800305000136;1606,14
240800305000137;2435,62
240800305000138;1321,38
240800305000139;922,65
240800305000140;987,62
240800305000141;893,95
240800305000142;1058,06
240800305000143;1119,15
240800305000144;1055,8
240800305000145;795,84
240800305000146;809,77
240800305000147;690,97
240800305000148;850,09
240800305000149;1386,59
240800305000150;545,91
240800305000151;594,59
240800305000152;631,38
240800305000153;590,16
240800305000154;703,89
240800305000155;826,7
240800305000156;1133,23
240800305000157;1070,07
240800305000158;636
240800305000159;786,98
240800305000160;746,46
240800305000161;785,4
240800305000162;807,31
240800305000163;749,41
240800305000164;798,38
240800305000165;565,62
240800305000166;510,49
240800305000167;672,1
240800305000168;881,03
240800305000169;2708,48
240800305000170;627,56
240800305000171;415,99
240800305000172;732,2
240800305000173;455,25
240800305000174;517,73
240800305000175;518,32
240800305000176;535,13
240800305000177;446,05
240800305000178;526,28
240800305000179;473,01
240800305000180;510,79
240800305000181;726,32
240800305000182;638,62
240800305000183;628,97
240800305000184;713,68
240800305000185;588,23
240800305000186;442,85
240800305000187;497,01
240800305000188;532,03
240800305000189;432,15
240800305000190;494,71
240800305000191;522,69
240800305000192;559,63
240800305000193;468,57
240800305000194;465,68
240800305000195;443,67
240800305000196;454,47
240800305000197;491,67
240800305000198;535,59
240800305000199;466,56
240800305000200;451,44
240800305000201;359,67
240800305000202;487,04
240800305000203;430,66
240800305000204;497,45
240800305000205;472,89
240800305000206;457,87
240800305000207;550,1
240800305000208;1177,79
240800305000209;2092,28
240800305000210;1374,57
240800305000211;612
240800305000212;606,99
240800305000213;691,14
240800305000214;636,95
240800305000215;732,03
240800305000216;639,11
240800305000217;555,58
240800305000218;577,49
240800305000219;1400,38
240800305000220;969,58
240800305000221;2225,71
240800305000222;3591,27
240800305000223;2389,07
240800305000224;941,74
240800305000225;1174,95
240800305000226;864,95
240800305000227;960,37
240800305000228;692,5
240800305000229;429,5
240800305000230;732,54
240800305000231;647,74
240800305000232;2065,12
240800305000233;2016,09
240800305000234;579,44
240800305000235;595,24
240800305000236;573,82
240800305000237;838,11
240800305000238;611,49
240800305000239;696,66
240800305000240;636,73
240800305000241;559,51
240800305000242;546,4
240800305000243;612,87
240800305000244;736,6
240800305000245;923,38
240800305000246;1716,13
240800305000247;1399,3
240800305000248;954,73
240800305000249;905,47
240800305000250;1989,57
240800305000251;643,24
240800305000252;1143,25
240800305000253;1042,85
240800305000254;764,66
240800305000255;1087,04
240800305000256;1285,43
240800305000257;941,82
240800305000258;732,72
240800305000259;602,06
240800305000260;1239,96
240800305000261;735,54
240800305000262;1091,83
240800305000263;802
240800305000264;1024,6
240800305000265;914,5
240800305000266;457,1
240800305000267;520,55
240800305000268;665,13
240800305000269;823,27
240800305000270;720,94
240800305000271;697,78
240800305000272;780,45
240800305000273;665
240800305000274;770,71
240800305000275;513,92
240800305000276;613,03
240800305000277;459,07
240800305000278;514,36
240800305000279;532,86
240800305000280;393,95
240800305000281;623,18
240800305000282;496,48
240800305000283;489,71
240800305000284;530,76
240800305000285;382,84
240800305000286;523,36
240800305000287;501
240810205060001;890,17
240810205060002;998,19
240810205060003;963,99
240810205060004;968,19
240810205060005;1238,95
240810205060006;936,19
240810205060007;913,16
240810205060008;808,17
240810205060009;947,2
240810205060010;972,27
240810205060011;728,47
240810205060012;697,49
240810205060013;880,71
240810205060014;1176,13
240810205060015;1248,11
240810205060016;1143,19
240810205060017;861,57
240810205060018;1080,97
240810205060019;1102,29
240810205060020;1209,44
240810205060021;1137,2
240810205060022;1099,72
240810205060023;1063,28
240810205060024;1343,88
240810205060025;917,27
240810205060026;850,02
240810205060027;952,64
240810205060028;831,32
240810205060029;821,74
240810205060030;872,3
240810205060031;1060,41
240810205060032;944,34
240810205060033;581,81
240810205060034;921,62
240810205060035;1323,81
240810205060036;818,64
240810205060037;1269,23
240810205060038;876,09
240810205060039;1361,86
240810205060040;1159,89
240810205060041;1123,64
240810205060042;883,51
240810205060043;1076,86
240810205060044;996,88
240810205060045;1050,61
240810205060046;413,09
240810205060047;650,88
240810205060048;658,8
240810205060049;704,81
240810205060050;744,2
240810205060051;650,91
240810205060052;874,43
240810205060053;792,38
240810205060054;643,79
240810205060055;788,7
240810205060056;679,33
240810205060057;772,35
240810205060058;803,87
240810205060059;1095,12
240810205060060;758,53
240810205060061;757,4
240810205060062;1059,93
240810205060063;720,58
240810205060064;636,86
240810205060065;665
240810205060066;733,65
240810205060067;753,99
240810205060068;642,45
240810205060069;579,96
240810205060070;559
240810205060071;468,42
240810205060072;484,16
240810205060073;574,54
240810205060074;505,15
240810205060075;606,4
240810205060076;614,22
240810205060077;609,58
240810205060078;568,07
240810205060079;650,18
240810205060080;860,88
240810205060081;716,43
240810205060082;810,88
240810205060083;713,79
240810205060084;1010,23
240810205060085;682,39
240810205060086;675,32
240810205060087;585,11
240810205060088;704,9
240810205060089;673,19
240810205060090;705,29
240810205060091;666,05
240810205060092;938,4
240810205060093;796,53
240810205060094;1199,46
240810205060095;1336,79
240810205060096;1302,28
240810205060097;1143,93
240810205060098;1140,33
240810205060099;719,31
240810205060100;674,51
240810205060101;672,61
240810205060102;565,85
240810205060103;613,07
240810205060104;519,26
240810205060105;589,36
240810205060106;767,23
240810205060107;701,98
240810205060108;910,35
240810205060109;524,16
240810205060110;815,91
240810205060111;810,36
240810205060112;661,78
240810205060113;784,62
240810205060114;638,69
240810205060115;557,47
240810205060116;823,63
240810205060117;702,2
240810205060118;677,46
240810205060119;672,56
240810205060120;510,64
240810205060121;668,08
240810205060122;656,19
240810205060123;790,38
240810205060124;737,37
240810205060125;672,66
240810205060126;597,96
240810205060127;814
240810205060128;856,29
240810205060129;796,17
240810205060130;719,71
240810205060131;729,32
240810205060132;602,54
240810205060133;681,39
240810205060134;879,15
240810205060135;938,61
240810205060136;942,51
240810205060137;984,42
240810205060138;860,68
240810205060139;1427,87
240810205060140;679,4
240810205060141;638,49
240810205060142;1272,5
240810205060143;736,71
240810205060144;562,06
240810205060145;639,23
240810205060146;635,39
240810205060147;510,58
240810205060148;970,77
240810205060149;606,98
240810205060150;641,13
240810205060151;627,05
240810205060152;622,28
240810205060153;973,54
240810205060154;880,29
240810205060155;886,21
240810205060156;718,44
240810205060157;767,68
240810205060158;905,25
240810205060159;834,66
240810205060160;821,21
240810205060161;918,57
240810205060162;638,96
240810205060163;668,38
240810205060164;460,28
240810205060165;528,19
240810205060166;904,61
240810205060167;842,25
240810205060168;921,94
240810205060169;1016,48
240810205060170;1163,89
240810205060171;702,46
240810205060172;702,5
240810205060173;763,13
240810205060174;664,31
240810205060175;606,13
240810205060176;643,88
240810205060177;567,44
240810205060178;613,88
240810205060179;551,22
240810205060180;505,28
240810205060181;556,71
240810205060182;602,93
240810205060183;555,39
240810205060184;572,85
240810205060185;542,95
240810205060186;566,2
240810205060187;588,51
240810205060188;709,33
240810205060189;809,06
240810205060190;570,75
240810205060191;576,5
240810205060192;732,83
240810205060193;891,56
240810205060194;505,78
240810205060195;572,56
240810205060196;672,99
240810205060197;639,35
240810205060198;673,32
240810205060199;503,39
240810205060200;588,95
240810205060201;635,89
240810205060202;661,49
240810205060203;591,54
240810205060204;1072,33
240810205060205;598,06
240810205060206;565,78
240810205060207;657,07
240810205060208;693,83
240810205060209;557,27
240810205060210;693,5
240810205060211;652,03
240810205060212;794,61
240810205060213;1000,22
240810205060214;749,06
240810205060215;563,23
240810205060216;579,01
240810205060217;569,8
240810205060218;1037,08
240810205060219;927,63
240810205060220;987,6
240810205060221;859,09
240810205060222;702,68
240810205060223;806,06
240810205060224;704,03
240810205060225;683,73
240810205060226;884,38
240810205060227;780
240810205060228;1160,17
240810205060229;693,62
240810205060230;880,45
240810205060231;699,22
240810205060232;662,74
240810205060233;726,68
240810205060234;641,24
240810205060235;870,51
240810205060236;1023,88
240810205060237;674,53
240810205060238;894,64
240810205060239;516,91
240810205060240;593,08
240810205060241;423,87
240810205060242;485,56
240810205060243;525,34
240810205060244;493,71
240810205060245;617,4
240810205060246;659,97
240810205060247;797,69
240810205060248;647,49
240810205060249;649,82
240810205060250;562,1
240810205060251;882,16
240810205060252;676,8
240810205060253;658,68
240810205060254;843,43
240810205060255;663,36
240810205060256;668,45
240810205060257;766,12
240810205060258;710,89
240810205060259;785,12
240810205060260;677,66
240810205060261;642,17
240810205060262;657,42
240810205060263;698,66
240810205060264;846,62
240810205060265;845,03
240810205060266;857,53
240810205060267;808,19
240810205060268;741,55
240810205060269;1226,15
240810205060270;718,49
240810205060271;573,99
240810205060272;706,45
240810205060273;592,98
240810205060274;635,92
240810205060275;594,35
240810205060276;666,04
240810205060277;818,05
240810205060278;925,47
240810205060279;963,3
240810205060280;562,28
240810205060281;669,12
240810205060282;678,08
240810205060283;558,78
240810205060284;818,53
240810205060285;588,74
240810205060286;558,91
240810205060287;564,85
240810205060288;512,1
240810205060289;483,14
240810205060290;482,5
240810205060291;486,43
240810205060292;642,47
240810205060293;640,92
240810205060294;504,6
240810205060295;542,79
240810205060296;635,37
240810205060297;633,93
240810205060298;532,64
240810205060299;684,78
240810205060300;761,26
240810205060301;708,78
240810205060302;763,85
240810205060303;610,82
240810205060304;976,12
240810205060305;721,86
240810205060306;493,69
240810205060307;449,95
240810205060308;552,98
240810205060309;479,63
240810205060310;521,28
240810205060311;483,14
240810205070001;3577,17
240810205070002;3755,41
240810205070003;2225,77
240810205070004;3195,96
240810205070005;4076,43
240810205070006;4428,46
240810205070007;4184,95
240810205070008;2494,74
240810205070009;2432,24
240810205070010;1307,44
240810205070011;2569,82
240810205070012;1216,83
240810205070013;2387,33
240810205070014;1343,37
240810205070015;1727,83
240810205070016;2747,75
240810205070017;3066,91
240810205070018;2785,76
240810205070019;2611,23
240810205070020;3469,41
240810205070021;3681,89
240810205070022;3120,74
240810205070023;3864,08
240810205070024;2982,44
240810205070025;1871,32
240810205070026;2542,85
240810205070027;2526,46
240810205070028;1931,77
240810205070029;4029,68
240810205070031;866,4
240810205070032;881,63
240810205070033;1035,6
240810205070034;1033,94
240810205070035;3785,71
240810205070036;956,24
240810205070037;919,34
240810205070038;908,23
240810205070039;2423,5
240810205070040;2570,66
240810205070041;2633,17
240810205070042;1899,7
240810205070043;
240810205070044;3345,92
240810205070045;2522,84
240810205070046;2800,45
240810205070047;2159,82
240810205070048;2065,4
240810205070049;4517,9
240810205070050;3117,03
240810205070051;2322,18
240810205070052;3313,36
240810205070053;4401,37
240810205070054;510
240810205070055;1791,99
240810205070056;5227,93
240810205070057;4185,63
240810205070058;4268,09
240810205070059;3149,6
240810205070060;3735,53
240810205070061;2510,75
240810205070062;2918,63
240810205070063;3499,5
240810205070064;3422,53
240810205070065;2504,16
240810205070066;3879,64
240810205070067;3391,12
240810205070068;1670,41
240810205070069;984,42
240810205070070;739,31
240810205070071;852,46
240810205070072;805,43
240810205070073;2509,91
240810205070074;2271,13
240810205070075;610,86
240810205070076;1424,27
240810205070077;1601,41
240810205070078;1485,75
240810205070079;1708,36
240810205070080;1835,89
240810205070081;1949,49
240810205070082;2262,03
240810205070083;1771,29
240810205070084;2254,48
240810205070085;1135,73
240810205070086;2407,39
240810205070087;1488,57
240810205070088;1461,82
240810205070089;1305,88
240810205070090;1320,81
240810205070091;2350,26
240810205070092;1699,81
240810205070093;1707,05
240810205070094;1457,87
240810205070095;1376,86
240810205070096;2222,77
240810205070097;2799,81
240810205070098;1843,09
240810205070099;2351,09
240810205070100;2138,74
240810205070101;2245,43
240810205070102;2314,67
240810205070103;1756,19
240810205070104;2167,61
240810205070105;1761,02
240810205070106;1659,09
240810205070107;1417,81
240810205070108;1462,47
240810205070109;1447,11
240810205070110;1398,81
240810205070111;1539,4
240810205070112;2350,34
240810205070113;2794,67
240810205070114;1871,77
240810205070115;1699,49
240810205070116;4411,47
240810205070117;2143,43
240810205070118;2095,62
240810205070119;2231,66
240810205070120;2583,21
240810205070121;3694,39
240810205070122;4796,69
240810205070123;2434,75
240810205070124;2243
240810205070125;2202,07
240810205070126;2429,56
240810205070127;2754,04
240810205070128;3865,52
240810205070129;1532,3
240810205070130;5239,01
240810205070131;3553,8
240810205070132;2752,76
240810205070133;4148,13
240810205070134;4285,68
240810205070135;1197,91
240810205070136;850,15
240810205070137;909,31
240810205070138;1249,68
240810205070139;3254,43
240810205070140;2257,5
240810205070141;2568,84
240810205070142;3407,16
240810205070143;5670,66
240810205070144;5281,47
240810205070145;3945,73
240810205070146;2511,17
240810205070147;3938,22
240810205070148;3775
240810205070149;4944,02
240810205070150;2820,23
240810205070151;4973,86
240810205070152;792,23
240810205070153;1611,63
240810205070154;2654,52
240810205070155;2590,93
240810205070156;1033,17
240810205070157;2922,46
240810205070158;5331,29
240810205070159;3473,77
240810205070160;2894,79
240810205070161;3354,8
240810205070162;4239,06
240810205070163;3712,3
240810205070164;2817,1
240810205070165;1228,19
240810205070166;3105,93
240810205070167;2144,09
240810205070168;1466,07
240810205070169;1992,28
240810205070170;1671,77
240810205070171;1076,34
240810205070172;1707,21
240810205070173;1748,48
240810205070174;1448,51
240810205070175;1043,33
240810205070176;2263,22
240810205070177;1264,5
240810205070178;1496,4
240810205070179;2123,43
240810205070180;4000,14
240810205070181;2202,43
240810205070182;3525,65
240810205070183;2261,91
240810205070184;4215,43
240810205070185;2375,95
240810205070186;2926,58
240810205070187;5937,63
240810205070188;4328,3
240810205070189;5201,62
240810205070190;5524,49
240810205070191;4031,5
240810205080001;1490,07
240810205080002;289,69
240810205080003;1073,13
240810205080004;2019,39
240810205080005;422,8
240810205080006;
240810205080007;2196,21
240810205080008;1777,6
240810205080009;2719,34
240810205080010;3336,64
240810205080011;591,5
240810205080012;921,66
240810205080013;1038,11
240810205080014;936,9
240810205080015;861,4
240810205080016;968,84
240810205080017;741,98
240810205080018;1105,98
240810205080019;841,66
240810205080020;1001,61
240810205080021;943,8
240810205080022;818,95
240810205080023;1061,57
240810205080024;1539,14
240810205080025;3320,33
240810205080026;808,18
240810205080027;3197,78
240810205080028;1157,33
240810205080029;894,89
240810205080030;900
240810205080031;364,24
240810205080032;1260,02
240810205080033;1495,96
240810205080035;2560,87
240810205080036;878,58
240810205080037;630,6
240810205080038;676,02
240810205080039;604,32
240810205080040;677,15
240810205080041;629,3
240810205080042;683,5
240810205080043;495,99
240810205080044;495,96
240810205080045;594,68
240810205080046;586,9
240810205080047;585,3
240810205080048;763,88
240810205080049;5544,04
240810205080052;5935,01
240810205080053;4815,33
240810205080054;2778,87
240810205080055;5083,05
240810205080056;4177,69
240810205080057;3787,31
240810205080058;600
240810205080059;4818,71
240810205080060;4010,27
240810205080063;5261,19
240810205080065;510
240810205080066;4397,97
240810205080067;680
240810205080068;3805,61
240810205080069;4175,6
240810205080070;5679,61
240810205080071;6583,62
240810205080074;5257,5
240810205080075;5468,34
240810205080077;5317,55
240810205080078;2766,63
240810205080079;2575,19
240810205080080;3208,14
240810205080081;3305,02
240810205080082;2076,15
