ID;LNG_LOJA;LAT_LOJA;LNG_FRIGO;LAT_FRIGO
boi897;-35,26713707;-5,769976181;-50,01696035;-5,629799735
boi898;-35,26713707;-5,769976181;-34,88894194;-8,062762483
boi899;-35,26713707;-5,769976181;-54,61574357;-20,45802999
boi900;-35,26713707;-5,769976181;-51,7952999;-22,70006858
boi901;-35,26713707;-5,769976181;-46,51591568;-18,59257082
boi902;-35,26713707;-5,769976181;-46,88527397;-23,187668
boi903;-35,26713707;-5,769976181;-44,20018761;-20,14417441
boi904;-35,26713707;-5,769976181;-50,57021361;-14,74758948
boi905;-35,26713707;-5,769976181;-56,11000525;-13,83272569
boi906;-35,26713707;-5,769976181;-52,2758769;-27,63340581
boi907;-35,26713707;-5,769976181;-54,56456909;-19,39552137
boi908;-35,26713707;-5,769976181;-54,61574357;-20,45802999
boi909;-35,26713707;-5,769976181;-52,61703111;-27,10683702
boi910;-35,26713707;-5,769976181;-51,17886021;-29,16689901
boi911;-35,26713707;-5,769976181;-48,55814139;-22,29579099
boi912;-35,26713707;-5,769976181;-34,91058339;-7,82837199
boi913;-35,26713707;-5,769976181;-52,61703111;-27,10683702
boi914;-35,26713707;-5,769976181;-52,61703111;-27,10683702
boi915;-35,26713707;-5,769976181;-41,908636;-21,57727671
boi916;-35,26713707;-5,769976181;-49,07147747;-11,72977232
boi917;-35,26713707;-5,769976181;-56,79796312;-14,09555753
boi918;-35,26713707;-5,769976181;-49,63526941;-6,917778413
boi919;-35,26713707;-5,769976181;-50,57021361;-14,74758948
boi920;-35,26713707;-5,769976181;-53,45972218;-24,9537975
boi921;-35,26713707;-5,769976181;-53,35157381;-22,24875931
boi922;-35,26713707;-5,769976181;-48,20870525;-7,19132894
boi923;-35,26713707;-5,769976181;-49,07147747;-11,72977232
boi924;-35,26713707;-5,769976181;-50,40546685;-20,2860822
boi925;-35,26713707;-5,769976181;-51,9678277;-29,4654544
boi926;-35,26713707;-5,769976181;-54,55860109;-23,66190156
boi927;-35,30389779;-5,746419606;-46,82124801;-22,4360055
boi928;-35,30389779;-5,746419606;-47,26580273;-22,822145
boi929;-35,30389779;-5,746419606;-54,61574357;-20,45802999
boi930;-35,30487216;-5,751617217;-55,41987012;-7,034835913
boi931;-35,30487216;-5,751617217;-49,07147747;-11,72977232
boi932;-35,30487216;-5,751617217;-48,20870525;-7,19132894
boi933;-35,30361002;-5,751934878;-53,97438734;-25,23792101
boi934;-35,30361002;-5,751934878;-44,60538019;-19,86473796
boi935;-35,26879956;-5,770349546;-45,93714428;-22,230303
boi936;-35,26879956;-5,770349546;-54,61574357;-20,45802999
boi937;-35,26879956;-5,770349546;-46,82124801;-22,4360055
boi938;-35,26879956;-5,770349546;-50,92968093;-17,7945434
boi939;-35,26879956;-5,770349546;-56,11000525;-13,83272569
boi940;-35,26879956;-5,770349546;-55,92177071;-13,07046495
boi941;-35,26879956;-5,770349546;-51,15170528;-27,00612907
boi942;-35,26879956;-5,770349546;-60,1692209;-12,7311703
boi943;-35,26879956;-5,770349546;-47,07154764;-23,43004085
boi944;-35,26879956;-5,770349546;-56,14466374;-15,65806482
boi945;-35,26879956;-5,770349546;-50,0245774;-8,0544324
boi946;-35,26879956;-5,770349546;-50,01696035;-5,629799735
boi947;-35,26879956;-5,770349546;-51,40520808;-26,90316461
boi948;-35,26879956;-5,770349546;-49,63526941;-6,917778413
boi949;-35,26879956;-5,770349546;-46,78881014;-23,533612
boi950;-35,26879956;-5,770349546;-54,56456909;-19,39552137
boi951;-35,26879956;-5,770349546;-48,0461429;-23,5878725
boi953;-35,28102472;-5,768235144;-54,55860109;-23,66190156
boi954;-35,28102472;-5,768235144;-59,2962784;-15,0823624
boi955;-35,28102472;-5,768235144;-46,82124801;-22,4360055
boi956;-35,30577432;-5,789183221;-46,78881014;-23,533612
boi957;-35,27107569;-5,774987609;-54,81128912;-22,22723554
boi958;-35,27107569;-5,774987609;-46,82124801;-22,4360055
boi959;-35,27107569;-5,774987609;-54,56456909;-19,39552137
boi960;-35,27107569;-5,774987609;-54,56456909;-19,39552137
boi961;-35,27107569;-5,774987609;-52,19188024;-29,61165289
boi962;-35,27107569;-5,774987609;-47,37677424;-23,04253672
boi963;-35,29964427;-5,747616094;-56,97317679;-14,36245127
boi964;-35,29964427;-5,747616094;-48,28029255;-17,30058111
boi965;-35,29964427;-5,747616094;-56,28243367;-15,56492715
boi966;-35,27215547;-5,77344728;-47,37677424;-23,04253672
boi967;-35,27215547;-5,77344728;-44,05666464;-20,02803775
boi968;-35,27215547;-5,77344728;-49,07147747;-11,72977232
boi969;-35,27215547;-5,77344728;-59,2962784;-15,0823624
porco1;-35,237287;-5,819066;-51,15170528;-27,00612907
porco2;-35,237287;-5,819066;-48,27795018;-18,91899861
porco3;-35,237287;-5,819066;-51,49621531;-27,17030318
porco4;-35,237287;-5,819066;-52,61703111;-27,10683702
porco5;-35,237282;-5,818976;-54,56456909;-19,39552137
porco6;-35,237282;-5,818976;-52,2758769;-27,63340581
porco7;-35,237282;-5,818976;-52,92546106;-27,94359518
porco8;-35,237282;-5,818976;-51,49621531;-27,17030318
porco9;-35,237282;-5,818976;-55,92177071;-13,07046495
porco10;-35,237282;-5,818976;-50,11309151;-24,95087298
porco11;-35,237282;-5,818976;-51,94384677;-29,60742262
porco12;-35,237282;-5,818976;-35,29386424;-8,118748
porco13;-35,356672;-5,858918;-35,2213387;-7,737688
porco14;-35,356672;-5,858918;-48,28029255;-17,30058111
porco15;-35,356672;-5,858918;-52,61703111;-27,10683702
porco16;-35,356672;-5,858918;-50,92968093;-17,7945434
porco17;-35,356672;-5,858918;-55,92177071;-13,07046495
porco18;-35,329845;-5,864716;-48,27795018;-18,91899861
porco19;-35,356672;-5,858918;-46,98234347;-22,70678196
porco20;-35,356672;-5,858918;-51,94384677;-29,60742262
porco21;-35,356672;-5,858918;-52,61703111;-27,10683702
porco22;-35,356672;-5,858918;-34,91058339;-7,82837199
porco23;-35,356672;-5,858918;-51,49621531;-27,17030318
porco24;-35,356672;-5,858918;-54,81128912;-22,22723554
porco25;-35,356672;-5,858918;-52,61703111;-27,10683702
porco26;-35,356672;-5,858918;-52,02397107;-27,23365878
porco27;-35,356672;-5,858918;-52,2758769;-27,63340581
porco28;-35,356672;-5,858918;-51,94384677;-29,60742262
porco29;-35,203825;-5,793178;-55,92177071;-13,07046495
porco30;-35,203825;-5,793178;-52,02397107;-27,23365878
porco31;-35,203825;-5,793178;-48,27795018;-18,91899861
porco32;-35,203825;-5,793178;-52,2758769;-27,63340581
porco33;-35,203825;-5,793178;-35,29386424;-8,118748
porco34;-35,203825;-5,793178;-51,15170528;-27,00612907
porco35;-35,203825;-5,793178;-52,61703111;-27,10683702
porco36;-35,203825;-5,793178;-52,30285483;-27,14569762
porco37;-35,203825;-5,793178;-50,11309151;-24,95087298
porco38;-35,203825;-5,793178;-53,4054673;-27,48041382
porco39;-35,203825;-5,793178;-51,17886021;-29,16689901
porco40;-35,203825;-5,793178;-54,81128912;-22,22723554
porco41;-35,203825;-5,793178;-54,81128912;-22,22723554
porco42;-35,203825;-5,793178;-51,94384677;-29,60742262
porco43;-35,203825;-5,793178;-52,61703111;-27,10683702
porco44;-35,203825;-5,793178;-46,88292015;-23,36097138
porco45;-35,203825;-5,793178;-46,98234347;-22,70678196
porco46;-35,203825;-5,793178;-52,61703111;-27,10683702
porco47;-35,21331;-5,85759;-52,61703111;-27,10683702
porco48;-35,21331;-5,85759;-48,27795018;-18,91899861
porco49;-35,21331;-5,85759;-46,98234347;-22,70678196
porco50;-35,21331;-5,85759;-34,91058339;-7,82837199
porco51;-35,21331;-5,85759;-35,29386424;-8,118748
porco52;-35,21331;-5,85759;-51,94384677;-29,60742262
porco53;-35,21331;-5,85759;-52,19677693;-28,44845393
porco54;-35,224742;-5,866647;-52,02397107;-27,23365878
porco55;-35,224742;-5,866647;-54,81128912;-22,22723554
porco56;-35,224742;-5,866647;-47,84946403;-23,3485765
porco57;-35,224742;-5,866647;-48,65702321;-26,90742624
porco58;-35,224742;-5,866647;-51,17886021;-29,16689901
porco59;-35,224742;-5,866647;-52,61703111;-27,10683702
porco60;-37,085001;-6,433687;-51,87302313;-29,23991721
porco61;-37,084998;-6,433699;-54,09178213;-25,2924975
porco62;-37,085046;-6,43369;-42,90968427;-20,41664342
porco63;-37,084987;-6,43369;-52,30285483;-27,14569762
porco64;-35,289737;-5,687434;-53,8001787;-25,68297742
porco65;-35,289734;-5,68743;-52,02397107;-27,23365878
porco66;-35,289726;-5,687428;-47,84946403;-23,3485765
porco67;-35,28973;-5,687431;-52,61703111;-27,10683702
porco68;-35,289729;-5,68743;-52,02397107;-27,23365878
porco69;-35,289732;-5,687432;-52,02397107;-27,23365878
porco70;-35,289731;-5,687432;-49,03947026;-28,32913072
porco71;-35,28973;-5,687428;-46,51591568;-18,59257082
porco72;-35,28973;-5,687431;-46,51591568;-18,59257082
porco73;-35,289734;-5,687433;-52,30285483;-27,14569762
porco74;-35,289734;-5,687432;-56,11000525;-13,83272569
porco75;-35,289723;-5,687432;-35,48996498;-6,852715
porco76;-35,289725;-5,68743;-52,19677693;-28,44845393
porco77;-35,289722;-5,687428;-46,98234347;-22,70678196
porco78;-35,289723;-5,687428;-48,27795018;-18,91899861
porco79;-35,289726;-5,687431;-51,94384677;-29,60742262
porco80;-35,289726;-5,687432;-46,98234347;-22,70678196
porco81;-35,289721;-5,687426;-52,02397107;-27,23365878
porco82;-35,289722;-5,687427;-46,51591568;-18,59257082
porco83;-35,289738;-5,687435;-52,30285483;-27,14569762
porco84;-35,289721;-5,687425;-48,27795018;-18,91899861
porco85;-35,289734;-5,687431;-52,61703111;-27,10683702
porco86;-37,108776;-6,466581;-51,17886021;-29,16689901
porco87;-37,069664;-6,480015;-48,28029255;-17,30058111
porco88;-37,069781;-6,480118;-52,61703111;-27,10683702
porco89;-37,069797;-6,480086;-52,61703111;-27,10683702
porco91;-37,06971;-6,480074;-48,28029255;-17,30058111
porco92;-37,069736;-6,480127;-54,09178213;-25,2924975
porco93;-35,265583;-5,937214;-54,06000782;-24,5592545
porco94;-35,265594;-5,937267;-54,09178213;-25,2924975
porco95;-35,265626;-5,937257;-53,4054673;-27,48041382
porco96;-35,265626;-5,937257;-54,81128912;-22,22723554
porco97;-35,265626;-5,937257;-48,27795018;-18,91899861
porco98;-35,265626;-5,937257;-51,15170528;-27,00612907
porco99;-35,265626;-5,937257;-51,17886021;-29,16689901
porco100;-35,264403;-5,928261;-54,56456909;-19,39552137
porco101;-35,264403;-5,928261;-52,2758769;-27,63340581
porco102;-35,264403;-5,928261;-52,92546106;-27,94359518
porco103;-35,218403;-5,866092;-54,09178213;-25,2924975
porco104;-35,218403;-5,866092;-52,61703111;-27,10683702
porco105;-35,218403;-5,866092;-43,34881727;-21,76092431
porco106;-35,218403;-5,866092;-50,11309151;-24,95087298
porco107;-35,218403;-5,866092;-54,81128912;-22,22723554
porco108;-35,218403;-5,866092;-52,61703111;-27,10683702
porco109;-35,218403;-5,866092;-50,92968093;-17,7945434
porco110;-35,218403;-5,866092;-52,30285483;-27,14569762
porco111;-35,218403;-5,866092;-51,49621531;-27,17030318
porco112;-35,218403;-5,866092;-54,56456909;-19,39552137
porco113;-35,218403;-5,866092;-52,19677693;-28,44845393
porco114;-35,218403;-5,866092;-53,4054673;-27,48041382
porco115;-35,218403;-5,866092;-55,92177071;-13,07046495
porco116;-35,218403;-5,866092;-54,06000782;-24,5592545
porco117;-35,218403;-5,866092;-51,9678277;-29,4654544
porco118;-35,218403;-5,866092;-51,17886021;-29,16689901
porco119;-35,218403;-5,866092;-51,15170528;-27,00612907
porco120;-35,218403;-5,866092;-52,61703111;-27,10683702
porco121;-35,218403;-5,866092;-46,88527397;-23,187668
porco122;-35,218403;-5,866092;-48,28029255;-17,30058111
porco123;-35,218403;-5,866092;-51,94384677;-29,60742262
porco124;-35,218403;-5,866092;-35,37613082;-8,51111604
porco125;-35,218403;-5,866092;-46,98234347;-22,70678196
porco126;-35,218403;-5,866092;-48,27795018;-18,91899861
porco127;-35,218403;-5,866092;-52,61703111;-27,10683702
porco128;-35,218403;-5,866092;-52,2758769;-27,63340581
porco129;-35,218403;-5,866092;-43,30988807;-22,78525325
porco130;-35,218403;-5,866092;-46,94644022;-23,0867785
porco131;-35,218403;-5,866092;-46,92209251;-23,449453
porco132;-35,218403;-5,866092;-51,40520808;-26,90316461
porco133;-37,096919;-6,463221;-42,90968427;-20,41664342
porco134;-37,096804;-6,463145;-51,17886021;-29,16689901
porco135;-37,096924;-6,463166;-51,17886021;-29,16689901
porco136;-37,096979;-6,463172;-52,2758769;-27,63340581
porco137;-37,096907;-6,463196;-54,81128912;-22,22723554
porco138;-37,096904;-6,463174;-52,30285483;-27,14569762
porco139;-37,096761;-6,463107;-52,30285483;-27,14569762
porco140;-37,096759;-6,463064;-46,88527397;-23,187668
porco141;-37,096938;-6,463191;-50,11309151;-24,95087298
porco142;-37,098818;-6,460504;-51,15170528;-27,00612907
porco143;-37,098829;-6,460518;-53,32491648;-24,61566698
porco144;-37,098829;-6,460523;-53,74141149;-24,732077
porco145;-37,098826;-6,460503;-51,9678277;-29,4654544
porco146;-37,098796;-6,460492;-52,30285483;-27,14569762
porco147;-37,098798;-6,460494;-51,17886021;-29,16689901
porco148;-37,09883;-6,460514;-51,94384677;-29,60742262
porco149;-37,098824;-6,460512;-46,88527397;-23,187668
porco150;-37,09884;-6,460518;-54,09178213;-25,2924975
porco151;-37,098815;-6,460504;-52,30285483;-27,14569762
porco152;-37,098808;-6,460499;-51,87302313;-29,23991721
porco153;-37,098678;-6,460364;-54,24212055;-25,34889427
porco154;-35,229201;-5,885029;-54,81128912;-22,22723554
porco155;-35,229201;-5,885029;-51,17886021;-29,16689901
porco156;-35,229201;-5,885029;-52,02397107;-27,23365878
porco157;-35,229201;-5,885029;-52,61703111;-27,10683702
porco158;-35,229201;-5,885029;-52,61703111;-27,10683702
porco159;-35,229201;-5,885029;-53,51883941;-26,72642718
porco160;-35,229201;-5,885029;-51,50668973;-27,17394453
porco161;-35,229201;-5,885029;-55,92177071;-13,07046495
porco162;-35,229201;-5,885029;-50,92968093;-17,7945434
porco163;-35,229201;-5,885029;-51,49621531;-27,17030318
porco164;-35,229201;-5,885029;-53,74141149;-24,732077
porco165;-37,091229;-6,444715;-52,30285483;-27,14569762
porco166;-37,091271;-6,444708;-52,30285483;-27,14569762
porco167;-37,091269;-6,444683;-50,11309151;-24,95087298
porco168;-37,091241;-6,444725;-54,81128912;-22,22723554
porco169;-37,091216;-6,444736;-55,92177071;-13,07046495
porco170;-37,09126;-6,444704;-55,92177071;-13,07046495
porco171;-37,091285;-6,44469;-51,15170528;-27,00612907
porco172;-37,091207;-6,444678;-42,90968427;-20,41664342
porco173;-37,091169;-6,444682;-54,09178213;-25,2924975
porco174;-37,091252;-6,444667;-52,30285483;-27,14569762
porco175;-37,09125;-6,444689;-54,81128912;-22,22723554
porco176;-37,091266;-6,444862;-43,30988807;-22,78525325
porco177;-35,202438;-5,834354;-56,11000525;-13,83272569
porco178;-35,202231;-5,834283;-55,92177071;-13,07046495
porco179;-35,203845;-5,820813;-46,51591568;-18,59257082
porco180;-35,202614;-5,834684;-48,56737784;-20,55845552
porco181;-35,202614;-5,834684;-50,11309151;-24,95087298
porco182;-35,202595;-5,83467;-48,27795018;-18,91899861
porco183;-35,202614;-5,834684;-46,98234347;-22,70678196
porco184;-35,202614;-5,834684;-54,81128912;-22,22723554
porco185;-35,203845;-5,820813;-48,9572179;-16,32882574
porco186;-35,202603;-5,834674;-52,62467057;-22,72436497
porco187;-35,202603;-5,834674;-52,61703111;-27,10683702
porco188;-35,203845;-5,820813;-35,29386424;-8,118748
porco189;-35,202602;-5,834678;-35,48996498;-6,852715
porco190;-35,203845;-5,820813;-52,19677693;-28,44845393
porco191;-35,203845;-5,820813;-51,49621531;-27,17030318
porco192;-35,203845;-5,820813;-51,15170528;-27,00612907
porco193;-35,353395;-5,858918;-46,51591568;-18,59257082
porco194;-35,353395;-5,858918;-36,42003508;-8,335295439
porco195;-35,329849;-5,864754;-53,97438734;-25,23792101
porco196;-35,353395;-5,858918;-51,49621531;-27,17030318
porco197;-35,353395;-5,858918;-48,27795018;-18,91899861
porco198;-35,353395;-5,858918;-52,61703111;-27,10683702
porco199;-35,353395;-5,858918;-51,15170528;-27,00612907
porco200;-35,353395;-5,858918;-54,81128912;-22,22723554
porco201;-35,353395;-5,858918;-46,82124801;-22,4360055
porco202;-35,329882;-5,86471;-47,37677424;-23,04253672
porco203;-35,353395;-5,858918;-46,51591568;-18,59257082
porco204;-35,353395;-5,858918;-48,27795018;-18,91899861
porco205;-35,353395;-5,858918;-52,61703111;-27,10683702
porco206;-35,353395;-5,858918;-51,94384677;-29,60742262
porco207;-35,353395;-5,858918;-51,15170528;-27,00612907
porco208;-35,353395;-5,858918;-51,49621531;-27,17030318
porco209;-35,329889;-5,864697;-46,92209251;-23,449453
porco210;-35,329889;-5,864697;-48,27795018;-18,91899861
porco211;-35,353395;-5,858918;-51,15170528;-27,00612907
porco212;-35,353395;-5,858918;-52,61703111;-27,10683702
porco213;-35,329872;-5,864721;-55,92177071;-13,07046495
porco214;-35,353395;-5,858918;-51,15170528;-27,00612907
porco215;-35,353395;-5,858918;-52,61703111;-27,10683702
porco216;-35,329863;-5,864739;-52,2758769;-27,63340581
porco217;-35,329863;-5,864739;-50,92968093;-17,7945434
porco218;-35,353395;-5,858918;-53,34795725;-25,63187709
porco219;-35,353395;-5,858918;-35,29386424;-8,118748
porco220;-35,353395;-5,858918;-54,81128912;-22,22723554
porco221;-35,329891;-5,864707;-52,61703111;-27,10683702
porco222;-35,279538;-5,922079;-54,09178213;-25,2924975
porco223;-35,275551;-5,924013;-51,49621531;-27,17030318
porco224;-35,275551;-5,924013;-51,15170528;-27,00612907
porco225;-35,275551;-5,924013;-55,92177071;-13,07046495
porco226;-35,275551;-5,924013;-50,92968093;-17,7945434
porco227;-35,280597;-5,930998;-44,60538019;-19,86473796
porco228;-35,210865;-5,844371;-48,65702321;-26,90742624
porco229;-35,210865;-5,844371;-51,15170528;-27,00612907
porco230;-35,210865;-5,844371;-51,15170528;-27,00612907
porco231;-35,199897;-5,85509;-50,92968093;-17,7945434
porco233;-35,199897;-5,85509;-52,61703111;-27,10683702
porco234;-35,199897;-5,85509;-51,15170528;-27,00612907
porco235;-35,199897;-5,85509;-52,2758769;-27,63340581
porco236;-35,199897;-5,85509;-50,92968093;-17,7945434
porco237;-35,289475;-5,687564;-48,56737784;-20,55845552
porco238;-35,306938;-5,750143447;-50,92968093;-17,7945434
porco239;-0,000002;5,748905771;-52,61703111;-27,10683702
porco240;-35,202074;-5,836721;-46,51591568;-18,59257082
porco241;-35,228918;-5,884997;-52,61703111;-27,10683702
porco242;-35,228918;-5,884997;-52,61703111;-27,10683702
porco243;-35,228918;-5,884997;-53,51883941;-26,72642718
porco244;-35,228918;-5,884997;-54,81128912;-22,22723554
porco245;-35,228918;-5,884997;-55,92177071;-13,07046495
porco246;-35,34999097;-5,857983695;-48,56737784;-20,55845552
porco247;-35,34999097;-5,857983695;-45,00313399;-20,2740952
porco248;-35,34999097;-5,857983695;-53,45972218;-24,9537975
porco249;-35,33514825;-5,789892943;-52,61703111;-27,10683702
porco250;-35,33514825;-5,789892943;-54,56456909;-19,39552137
porco251;-35,33514825;-5,789892943;-48,65702321;-26,90742624
porco252;-35,33514825;-5,789892943;-54,81128912;-22,22723554
porco253;-35,33514825;-5,789892943;-52,61703111;-27,10683702
porco254;-35,26713707;-5,769976181;-54,81128912;-22,22723554
porco255;-35,26713707;-5,769976181;-52,61703111;-27,10683702
porco256;-35,26713707;-5,769976181;-50,92968093;-17,7945434
porco257;-35,26713707;-5,769976181;-52,61703111;-27,10683702
porco258;-35,26713707;-5,769976181;-46,51591568;-18,59257082
porco259;-35,26713707;-5,769976181;-50,11309151;-24,95087298
porco260;-35,26713707;-5,769976181;-53,4054673;-27,48041382
porco261;-35,26713707;-5,769976181;-52,02397107;-27,23365878
porco262;-35,26713707;-5,769976181;-51,49621531;-27,17030318
porco263;-35,26713707;-5,769976181;-42,90968427;-20,41664342
porco264;-35,26713707;-5,769976181;-54,06000782;-24,5592545
porco265;-35,26713707;-5,769976181;-51,15170528;-27,00612907
porco266;-35,26713707;-5,769976181;-51,46129938;-29,68811861
porco267;-35,26713707;-5,769976181;-54,09178213;-25,2924975
porco268;-35,26713707;-5,769976181;-42,90968427;-20,41664342
porco269;-35,26713707;-5,769976181;-45,00313399;-20,2740952
porco270;-35,26713707;-5,769976181;-50,11309151;-24,95087298
porco271;-35,26713707;-5,769976181;-54,81128912;-22,22723554
porco272;-35,26713707;-5,769976181;-52,30285483;-27,14569762
porco273;-35,30389779;-5,746419606;-54,56456909;-19,39552137
porco274;-35,30389779;-5,746419606;-52,61703111;-27,10683702
porco275;-35,30389779;-5,746419606;-48,65702321;-26,90742624
porco276;-35,30389779;-5,746419606;-54,81128912;-22,22723554
porco277;-35,30389779;-5,746419606;-51,94384677;-29,60742262
porco278;-35,30389779;-5,746419606;-52,61703111;-27,10683702
porco279;-35,30361002;-5,751934878;-52,61703111;-27,10683702
porco280;-35,26879956;-5,770349546;-55,92177071;-13,07046495
porco281;-35,26879956;-5,770349546;-52,61703111;-27,10683702
porco282;-35,26879956;-5,770349546;-52,02397107;-27,23365878
porco283;-35,26879956;-5,770349546;-54,81128912;-22,22723554
porco284;-35,26879956;-5,770349546;-52,61703111;-27,10683702
porco285;-35,26879956;-5,770349546;-51,15170528;-27,00612907
porco286;-35,26879956;-5,770349546;-51,40520808;-26,90316461
porco287;-35,26879956;-5,770349546;-53,05483599;-25,74601002
porco288;-35,26879956;-5,770349546;-34,91058339;-7,82837199
porco289;-35,26879956;-5,770349546;-52,2758769;-27,63340581
porco290;-35,26879956;-5,770349546;-46,51591568;-18,59257082
porco291;-35,26879956;-5,770349546;-53,4054673;-27,48041382
porco292;-35,26879956;-5,770349546;-50,11309151;-24,95087298
porco293;-35,26879956;-5,770349546;-48,56737784;-20,55845552
porco294;-35,26879956;-5,770349546;-53,74141149;-24,732077
porco295;-35,26879956;-5,770349546;-50,92968093;-17,7945434
porco296;-35,26879956;-5,770349546;-52,30285483;-27,14569762
porco297;-35,26879956;-5,770349546;-48,27795018;-18,91899861
porco298;-35,26879956;-5,770349546;-52,61703111;-27,10683702
porco299;-35,26879956;-5,770349546;-48,65702321;-26,90742624
porco300;-35,26879956;-5,770349546;-46,88527397;-23,187668
porco301;-35,26879956;-5,770349546;-51,15170528;-27,00612907
porco302;-35,26879956;-5,770349546;-52,30285483;-27,14569762
porco303;-35,28102472;-5,768235144;-51,49621531;-27,17030318
porco304;-35,28102472;-5,768235144;-48,56737784;-20,55845552
porco305;-35,27107569;-5,774987609;-46,98234347;-22,70678196
porco306;-35,27107569;-5,774987609;-51,15170528;-27,00612907
porco307;-35,27107569;-5,774987609;-55,92177071;-13,07046495
porco308;-35,29964427;-5,747616094;-48,28029255;-17,30058111
porco309;-35,29964427;-5,747616094;-50,92968093;-17,7945434
porco310;-35,27215547;-5,77344728;-55,92177071;-13,07046495
porco311;-35,27215547;-5,77344728;-51,94384677;-29,60742262
frango1;-35,237287;-5,819066;-35,48996498;-6,852715
frango2;-35,237287;-5,819066;-35,2213387;-7,737688
frango3;-35,237287;-5,819066;-53,74141149;-24,732077
frango4;-35,237287;-5,819066;-55,92177071;-13,07046495
frango5;-35,237287;-5,819066;-52,19677693;-28,44845393
frango6;-35,237287;-5,819066;-56,11000525;-13,83272569
frango7;-35,237282;-5,818976;-53,05483599;-25,74601002
frango8;-35,237282;-5,818976;-51,9678277;-29,4654544
frango9;-35,237282;-5,818976;-48,61602272;-27,59031208
frango10;-35,237282;-5,818976;-52,38111509;-24,0412232
frango11;-35,237282;-5,818976;-49,71859581;-25,76510249
frango12;-35,237282;-5,818976;-51,52954846;-29,25454911
frango13;-35,237282;-5,818976;-49,50312358;-28,6382326
frango14;-35,237282;-5,818976;-55,92177071;-13,07046495
frango15;-35,237282;-5,818976;-43,30988807;-22,78525325
frango16;-35,237282;-5,818976;-52,55466719;-17,56616757
frango17;-35,237282;-5,818976;-47,88790548;-15,79408736
frango18;-35,237282;-5,818976;-49,29921479;-20,61272212
frango19;-35,237282;-5,818976;-51,46129938;-29,68811861
frango20;-35,237282;-5,818976;-51,72081804;-17,88623233
frango21;-35,237282;-5,818976;-51,54061685;-23,11778276
frango22;-35,237282;-5,818976;-46,61141257;-20,7192119
frango23;-35,237282;-5,818976;-52,94052515;-23,37419739
frango24;-35,237282;-5,818976;-44,1975511;-19,96537924
frango25;-35,237282;-5,818976;-49,95164564;-22,214933
frango26;-35,349052;-5,852525;-35,48996498;-6,852715
frango27;-35,353602;-5,851159;-56,97317679;-14,36245127
frango29;-35,356672;-5,858918;-53,32491648;-24,61566698
frango30;-35,356672;-5,858918;-55,92177071;-13,07046495
frango31;-35,356672;-5,858918;-52,70105691;-23,4797105
frango32;-35,329873;-5,864695;-53,97438734;-25,23792101
frango33;-35,329873;-5,864695;-52,55466719;-17,56616757
frango34;-35,356672;-5,858918;-51,15170528;-27,00612907
frango35;-35,356672;-5,858918;-52,94052515;-23,37419739
frango36;-35,329918;-5,864633;-49,46551984;-20,61685722
frango37;-35,329918;-5,864633;-45,00313399;-20,2740952
frango38;-35,329926;-5,864639;-49,29921479;-20,61272212
frango39;-35,356672;-5,858918;-48,28029255;-17,30058111
frango40;-35,356672;-5,858918;-48,28029255;-17,30058111
frango41;-35,356672;-5,858918;-54,56456909;-19,39552137
frango42;-35,356672;-5,858918;-45,00313399;-20,2740952
frango43;-35,356672;-5,858918;-50,38932712;-22,34344429
frango44;-35,356672;-5,858918;-53,74141149;-24,732077
frango45;-35,356672;-5,858918;-56,11000525;-13,83272569
frango46;-35,356672;-5,858918;-53,05483599;-25,74601002
frango47;-35,356672;-5,858918;-44,05666464;-20,02803775
frango48;-35,356672;-5,858918;-52,94052515;-23,37419739
frango49;-35,356672;-5,858918;-44,1975511;-19,96537924
frango50;-35,329845;-5,864716;-52,46240167;-23,08187948
frango51;-35,356672;-5,858918;-35,2213387;-7,737688
frango52;-35,356672;-5,858918;-45,80046441;-12,07837226
frango53;-35,356672;-5,858918;-38,94977243;-12,4303098
frango54;-35,356672;-5,858918;-52,40709509;-28,26176713
frango55;-35,356672;-5,858918;-63,18233702;-9,191871675
frango56;-35,356672;-5,858918;-46,88527397;-23,187668
frango57;-35,331131;-5,791687;-35,48996498;-6,852715
frango58;-35,331094;-5,791622;-52,61703111;-27,10683702
frango59;-35,203825;-5,793178;-50,92968093;-17,7945434
frango60;-35,203825;-5,793178;-53,74141149;-24,732077
frango61;-35,203825;-5,793178;-51,61136276;-27,34427846
frango62;-35,203825;-5,793178;-54,81128912;-22,22723554
frango63;-35,203825;-5,793178;-56,14466374;-15,65806482
frango64;-35,203825;-5,793178;-46,78881014;-23,533612
frango65;-35,203825;-5,793178;-35,2213387;-7,737688
frango66;-35,203825;-5,793178;-51,15170528;-27,00612907
frango67;-35,203825;-5,793178;-43,34881727;-21,76092431
frango68;-35,203825;-5,793178;-48,61602272;-27,59031208
frango69;-35,203825;-5,793178;-56,11000525;-13,83272569
frango70;-35,203825;-5,793178;-55,92177071;-13,07046495
frango71;-35,203825;-5,793178;-52,19677693;-28,44845393
frango72;-35,203825;-5,793178;-53,74141149;-24,732077
frango73;-35,203825;-5,793178;-53,05483599;-25,74601002
frango74;-35,203825;-5,793178;-47,88790548;-15,79408736
frango75;-35,203825;-5,793178;-52,38111509;-24,0412232
frango76;-35,203825;-5,793178;-51,52954846;-29,25454911
frango77;-35,203825;-5,793178;-43,30988807;-22,78525325
