ID;LNG_LOJA;LAT_LOJA;LNG_FRIGO;LAT_FRIGO
boi51;-35,2194;-5,8676;-51,49621531;-27,17030318
boi52;-35,2194;-5,8675;-46,78881014;-23,533612
boi53;-35,2194;-5,8677;-50,01696035;-5,629799735
boi54;-35,2954;-5,7047;-49,42877727;-16,50319156
boi55;-35,2954;-5,7047;-50,0245774;-8,0544324
boi56;-35,2954;-5,7047;-50,0245774;-8,0544324
boi57;-35,2954;-5,7047;-34,91058339;-7,82837199
boi58;-35,2954;-5,7047;-52,2758769;-27,63340581
boi59;-35,2085;-5,8103;-49,46223519;-18,97306768
boi60;-35,2085;-5,8103;-48,42480679;-7,633314911
boi61;-35,2085;-5,8103;-51,37884779;-20,90146352
boi62;-35,2085;-5,8103;-54,61574357;-20,45802999
boi63;-35,2085;-5,8103;-44,06634465;-19,94344591
boi64;-35,2185;-5,8662;-51,40520808;-26,90316461
boi65;-35,2185;-5,8662;-46,82124801;-22,4360055
boi66;-35,2185;-5,8662;-54,56456909;-19,39552137
boi67;-35,2185;-5,8662;-50,92968093;-17,7945434
boi68;-35,2185;-5,8662;-52,61703111;-27,10683702
boi69;-35,2185;-5,8661;-56,14466374;-15,65806482
boi70;-35,2185;-5,8661;-51,49621531;-27,17030318
boi71;-35,2185;-5,8661;-48,748223;-6,189251148
boi72;-35,2185;-5,8662;-46,92209251;-23,449453
boi73;-35,2185;-5,8662;-50,61128172;-9,364055729
boi74;-35,2185;-5,8662;-52,61703111;-27,10683702
boi75;-35,2185;-5,8662;-51,15170528;-27,00612907
boi76;-35,2186;-5,8662;-34,91058339;-7,82837199
boi77;-35,2185;-5,866;-50,57021361;-14,74758948
boi78;-35,2185;-5,866;-46,87465289;-23,508902
boi79;-35,2185;-5,866;-47,22049119;-23,6526325
boi80;-35,2185;-5,866;-48,42480679;-7,633314911
boi81;-35,2185;-5,866;-34,88894194;-8,062762483
boi82;-35,2184;-5,8662;-38,66401754;-3,736487
boi83;-35,2211;-5,8703;-48,56737784;-20,55845552
boi84;-35,2056;-5,8497;-58,4173358;-15,2236652
boi85;-35,2056;-5,8497;-50,61128172;-9,364055729
boi86;-35,2057;-5,8496;-54,61574357;-20,45802999
boi87;-35,2057;-5,8496;-54,56456909;-19,39552137
boi88;-35,2057;-5,8496;-50,01696035;-5,629799735
boi89;-35,2057;-5,8496;-54,61574357;-20,45802999
boi90;-35,2056;-5,8496;-51,69805748;-10,40327408
boi91;-35,2056;-5,8496;-46,78881014;-23,533612
boi92;-35,2056;-5,8496;-46,57038318;-23,5673865
boi93;-35,2056;-5,8496;-50,92968093;-17,7945434
boi94;-35,2056;-5,8496;-46,82124801;-22,4360055
boi95;-35,2057;-5,8496;-56,14466374;-15,65806482
boi96;-35,2056;-5,8496;-42,8337279;-5,10068111
boi97;-35,2056;-5,8496;-54,35497283;-10,01538586
boi98;-35,2056;-5,8496;-52,25269763;-7,233364916
boi99;-35,2056;-5,8497;-50,57021361;-14,74758948
boi100;-35,2057;-5,8496;-47,07154764;-23,43004085
boi101;-37,3617;-5,1637;-52,25269763;-7,233364916
boi102;-37,3617;-5,1637;-50,43015506;-6,772978677
boi103;-37,3416;-5,1859;-49,46223519;-18,97306768
boi104;-37,3416;-5,1859;-50,57021361;-14,74758948
boi105;-37,3416;-5,1859;-50,57021361;-14,74758948
boi106;-37,3416;-5,1859;-50,01696035;-5,629799735
boi107;-37,3416;-5,1859;-54,61574357;-20,45802999
boi108;-37,3416;-5,1859;-50,57021361;-14,74758948
boi109;-37,3416;-5,1859;-50,01696035;-5,629799735
boi110;-37,3416;-5,1859;-54,61574357;-20,45802999
boi111;-37,3416;-5,1859;-54,61574357;-20,45802999
boi112;-37,3416;-5,1859;-54,61574357;-20,45802999
boi113;-37,3416;-5,1859;-54,61574357;-20,45802999
boi114;-37,3416;-5,1859;-54,61574357;-20,45802999
boi115;-37,3417;-5,1859;-43,22787512;-22,87665212
boi116;-37,3417;-5,1859;-50,01696035;-5,629799735
boi117;-37,3591;-5,1764;-50,0245774;-8,0544324
boi118;-37,3591;-5,1764;-51,69805748;-10,40327408
boi119;-37,3591;-5,1764;-49,63526941;-6,917778413
boi120;-37,3592;-5,1765;-34,88894194;-8,062762483
boi121;-37,3592;-5,1765;-34,88894194;-8,062762483
boi122;-37,3591;-5,1765;-48,20870525;-7,19132894
boi123;-37,3534;-5,1749;-38,66401754;-3,736487
boi124;-37,3534;-5,1749;-44,06634465;-19,94344591
boi125;-37,3534;-5,1749;-51,69805748;-10,40327408
boi126;-37,3534;-5,1749;-54,61574357;-20,45802999
boi127;-37,3534;-5,1749;-50,57021361;-14,74758948
boi128;-37,3534;-5,1749;-50,61128172;-9,364055729
boi129;-37,3534;-5,1749;-42,8337279;-5,10068111
boi130;-37,3534;-5,1749;-50,43015506;-6,772978677
boi131;-37,3534;-5,1749;-61,78578094;-11,72225891
boi132;-37,3507;-5,1848;-51,69805748;-10,40327408
boi133;-37,3507;-5,1848;-48,748223;-6,189251148
boi134;-37,3507;-5,1848;-50,61128172;-9,364055729
boi135;-37,3507;-5,1848;-48,42480679;-7,633314911
boi136;-37,3507;-5,1848;-50,01696035;-5,629799735
boi137;-37,3507;-5,1848;-49,46223519;-18,97306768
boi138;-37,3507;-5,1848;-61,8057425;-11,7254349
boi139;-37,3507;-5,1848;-50,57021361;-14,74758948
boi140;-37,3507;-5,1848;-56,79796312;-14,09555753
boi141;-37,3507;-5,1848;-54,61574357;-20,45802999
boi142;-37,3507;-5,1848;-54,61574357;-20,45802999
boi143;-37,3507;-5,1848;-34,88894194;-8,062762483
boi144;-37,3507;-5,1848;-38,66401754;-3,736487
boi145;-37,3507;-5,1848;-68,37104478;-10,06614784
boi146;-37,3476;-5,1906;-56,79796312;-14,09555753
boi147;-37,3476;-5,1906;-47,9190551;-1,296239
boi148;-37,3476;-5,1906;-44,06634465;-19,94344591
boi149;-37,3476;-5,1906;-50,01696035;-5,629799735
boi150;-37,3476;-5,1906;-45,1833277;-3,636708522
boi151;-37,3476;-5,1906;-50,57021361;-14,74758948
boi152;-37,3476;-5,1906;-48,88663008;-10,17122075
boi153;-37,3476;-5,1906;-52,25269763;-7,233364916
boi154;-37,3476;-5,1906;-50,43015506;-6,772978677
boi155;-37,3476;-5,1906;-50,0245774;-8,0544324
boi156;-37,3476;-5,1906;-61,78578094;-11,72225891
boi157;-37,3476;-5,1906;-42,8337279;-5,10068111
boi158;-37,3475;-5,1905;-54,61574357;-20,45802999
boi160;-37,3475;-5,1905;-58,4173358;-15,2236652
boi161;-37,3475;-5,1905;-48,20870525;-7,19132894
boi162;-37,3475;-5,1905;-54,1744958;-14,2914966
boi163;-37,3475;-5,1905;-44,1975511;-19,96537924
boi164;-37,3386;-5,1739;-54,61574357;-20,45802999
boi165;-37,3386;-5,1739;-46,92209251;-23,449453
boi166;-37,3386;-5,1739;-50,01696035;-5,629799735
boi167;-37,3386;-5,1739;-50,57021361;-14,74758948
boi168;-37,3386;-5,1739;-49,25581428;-16,67330977
boi169;-37,3386;-5,1739;-49,46223519;-18,97306768
boi170;-37,3386;-5,1739;-38,66401754;-3,736487
boi171;-37,3558;-5,2104;-50,57021361;-14,74758948
boi172;-37,3558;-5,2104;-51,69805748;-10,40327408
boi173;-37,3558;-5,2104;-41,88620318;-21,21059108
boi174;-37,3558;-5,2104;-41,908636;-21,57727671
boi175;-37,3567;-5,2066;-54,2654483;-16,7175379
boi176;-37,3567;-5,2066;-58,4173358;-15,2236652
boi177;-37,3567;-5,2066;-54,61574357;-20,45802999
boi178;-37,3584;-5,1944;-50,0245774;-8,0544324
boi179;-37,3584;-5,1944;-50,0245774;-8,0544324
boi180;-37,35;-5,2009;-47,47981081;-5,526524025
boi181;-37,35;-5,2009;-59,2962784;-15,0823624
boi182;-37,35;-5,2009;-47,9190551;-1,296239
boi183;-37,3328;-5,2124;-46,92209251;-23,449453
boi184;-37,3328;-5,2124;-54,61574357;-20,45802999
boi185;-37,3328;-5,2124;-54,61574357;-20,45802999
boi186;-37,3328;-5,2124;-50,01696035;-5,629799735
boi187;-37,3328;-5,2124;-50,61128172;-9,364055729
boi188;-37,3328;-5,2124;-59,2962784;-15,0823624
boi189;-37,3328;-5,2124;-49,46223519;-18,97306768
boi190;-37,3328;-5,2124;-50,57021361;-14,74758948
boi191;-37,3328;-5,2124;-51,69805748;-10,40327408
boi192;-37,3328;-5,2124;-38,66401754;-3,736487
boi193;-35,2614;-5,9178;-35,2213387;-7,737688
boi194;-35,2614;-5,9178;-35,48996498;-6,852715
boi195;-35,2614;-5,9179;-53,97438734;-25,23792101
boi196;-35,2614;-5,9179;-50,92968093;-17,7945434
boi197;-35,2614;-5,9179;-51,49621531;-27,17030318
boi198;-35,2614;-5,9179;-48,27795018;-18,91899861
boi199;-35,2614;-5,9179;-50,61128172;-9,364055729
boi200;-35,2614;-5,9179;-50,0245774;-8,0544324
boi201;-35,2614;-5,9179;-42,8337279;-5,10068111
boi202;-35,2614;-5,9178;-42,8337279;-5,10068111
boi203;-35,2614;-5,9178;-52,2758769;-27,63340581
boi204;-35,2614;-5,9178;-51,15170528;-27,00612907
boi205;-35,2614;-5,9178;-35,2213387;-7,737688
boi206;-35,2614;-5,9178;-52,61703111;-27,10683702
boi207;-35,2021;-5,8538;-54,61574357;-20,45802999
boi208;-35,2021;-5,8538;-60,1692209;-12,7311703
boi209;-35,2021;-5,8538;-54,61574357;-20,45802999
boi210;-35,202;-5,8538;-55,8045706;-20,4823602
boi211;-35,202;-5,8538;-51,69805748;-10,40327408
boi212;-35,202;-5,8538;-50,0245774;-8,0544324
boi213;-35,202;-5,8538;-50,01696035;-5,629799735
boi214;-35,202;-5,8539;-50,61128172;-9,364055729
boi215;-35,202;-5,8538;-47,07154764;-23,43004085
boi216;-35,2021;-5,854;-52,61703111;-27,10683702
boi217;-35,2021;-5,854;-46,82124801;-22,4360055
boi218;-35,2021;-5,854;-51,40520808;-26,90316461
boi219;-35,202;-5,8538;-54,56456909;-19,39552137
boi220;-35,202;-5,8538;-56,14466374;-15,65806482
boi221;-35,202;-5,8538;-46,78881014;-23,533612
boi222;-35,202;-5,8538;-34,91058339;-7,82837199
boi223;-35,202;-5,8538;-50,92968093;-17,7945434
boi224;-35,202;-5,8538;-34,91058339;-7,82837199
boi225;-35,202;-5,8538;-46,82124801;-22,4360055
boi226;-35,202;-5,8538;-54,56456909;-19,39552137
boi227;-35,1986;-5,8562;-49,12681141;-12,47881532
boi228;-35,1986;-5,8562;-56,14466374;-15,65806482
boi229;-35,1986;-5,8562;-46,82124801;-22,4360055
boi230;-35,1986;-5,8562;-46,78881014;-23,533612
boi231;-35,1986;-5,8562;-44,1975511;-19,96537924
boi232;-35,1986;-5,8562;-54,56456909;-19,39552137
boi233;-35,1985;-5,8563;-51,40520808;-26,90316461
boi234;-35,1985;-5,8563;-35,2213387;-7,737688
boi235;-35,1987;-5,8563;-48,56737784;-20,55845552
boi236;-35,1987;-5,8563;-51,37884779;-20,90146352
boi237;-35,1988;-5,8563;-49,89514344;-7,340632794
boi238;-35,1988;-5,8563;-42,8337279;-5,10068111
boi239;-35,1988;-5,8563;-42,8337279;-5,10068111
boi240;-35,1989;-5,8563;-49,89514344;-7,340632794
boi241;-35,1988;-5,8562;-50,0245774;-8,0544324
boi242;-35,1988;-5,8562;-50,01696035;-5,629799735
boi243;-35,1988;-5,8562;-50,61128172;-9,364055729
boi244;-35,2955;-5,7049;-50,0245774;-8,0544324
boi245;-35,2955;-5,7049;-49,42877727;-16,50319156
boi246;-35,2955;-5,7049;-48,20870525;-7,19132894
boi247;-35,2955;-5,7049;-49,42877727;-16,50319156
boi248;-35,2955;-5,7049;-48,20870525;-7,19132894
boi249;-35,2955;-5,7049;-47,37677424;-23,04253672
boi250;-35,2955;-5,7049;-46,82124801;-22,4360055
boi251;-35,2955;-5,7049;-51,40520808;-26,90316461
boi252;-37,3351;-5,1904;-49,63526941;-6,917778413
boi253;-37,3351;-5,1904;-48,42480679;-7,633314911
boi254;-35,2955;-5,7049;-56,14466374;-15,65806482
boi255;-35,2955;-5,7049;-56,14466374;-15,65806482
boi256;-37,3351;-5,1904;-50,0245774;-8,0544324
boi257;-35,2954;-5,7047;-56,11000525;-13,83272569
boi258;-35,2954;-5,7047;-51,15170528;-27,00612907
boi259;-37,3351;-5,1904;-48,748223;-6,189251148
boi260;-35,2954;-5,7047;-52,61703111;-27,10683702
boi261;-35,2954;-5,7047;-51,94384677;-29,60742262
boi262;-35,2954;-5,7047;-51,15170528;-27,00612907
boi263;-37,3351;-5,1904;-50,61128172;-9,364055729
boi264;-37,3351;-5,1904;-49,12681141;-12,47881532
boi265;-37,3351;-5,1904;-56,79796312;-14,09555753
boi266;-37,3351;-5,1904;-50,57021361;-14,74758948
boi267;-37,3351;-5,1904;-40,35173883;-17,83899335
boi268;-35,2954;-5,7047;-34,91058339;-7,82837199
boi269;-35,2954;-5,7047;-48,28029255;-17,30058111
boi270;-35,2954;-5,7047;-48,27795018;-18,91899861
boi271;-35,2954;-5,7047;-52,02397107;-27,23365878
boi272;-35,2954;-5,7047;-46,98234347;-22,70678196
boi273;-35,2954;-5,7047;-52,19677693;-28,44845393
boi274;-35,2954;-5,7047;-48,27795018;-18,91899861
boi275;-35,2954;-5,7047;-51,94384677;-29,60742262
boi276;-37,3351;-5,1904;-41,908636;-21,57727671
boi277;-35,2954;-5,7047;-52,61703111;-27,10683702
boi278;-37,3394;-5,1888;-48,42480679;-7,633314911
boi279;-37,3394;-5,1888;-48,748223;-6,189251148
boi280;-37,3394;-5,1888;-44,06634465;-19,94344591
boi281;-37,3394;-5,1888;-58,052689;-15,6625977
boi282;-37,3394;-5,1888;-48,20870525;-7,19132894
boi283;-37,3394;-5,1888;-49,92278713;-16,80698801
boi284;-35,2954;-5,7047;-49,42877727;-16,50319156
boi285;-37,3394;-5,1888;-48,88663008;-10,17122075
boi286;-37,3394;-5,1888;-49,83149697;-23,68770838
boi287;-35,2916;-5,7039;-35,2213387;-7,737688
boi288;-37,3394;-5,1888;-50,01696035;-5,629799735
boi289;-35,2916;-5,7039;-54,56456909;-19,39552137
boi290;-37,3394;-5,1888;-50,61128172;-9,364055729
boi291;-35,2916;-5,7039;-48,28029255;-17,30058111
boi292;-35,2916;-5,7039;-51,15170528;-27,00612907
boi293;-35,2916;-5,7039;-52,61703111;-27,10683702
boi294;-35,2916;-5,7039;-48,27795018;-18,91899861
boi295;-35,2916;-5,7039;-48,20870525;-7,19132894
boi296;-37,342;-5,1897;-50,01696035;-5,629799735
boi297;-37,342;-5,1897;-41,88620318;-21,21059108
boi298;-37,342;-5,1897;-48,20870525;-7,19132894
boi299;-37,342;-5,1897;-50,57021361;-14,74758948
boi300;-37,342;-5,1897;-47,9190551;-1,296239
boi301;-37,342;-5,1897;-38,66401754;-3,736487
boi302;-37,342;-5,1897;-50,01696035;-5,629799735
boi303;-37,342;-5,1897;-45,1833277;-3,636708522
boi304;-37,342;-5,1897;-50,43015506;-6,772978677
boi305;-37,373;-5,1712;-46,87465289;-23,508902
boi306;-37,373;-5,1712;-47,22049119;-23,6526325
boi307;-37,373;-5,1712;-41,88620318;-21,21059108
boi308;-37,373;-5,1712;-35,37613082;-8,51111604
boi309;-37,373;-5,1712;-38,66401754;-3,736487
boi310;-37,373;-5,1712;-34,88894194;-8,062762483
boi311;-37,373;-5,1712;-48,748223;-6,189251148
boi312;-37,373;-5,1712;-48,42480679;-7,633314911
boi313;-37,373;-5,1712;-50,57021361;-14,74758948
boi314;-37,373;-5,1712;-58,4173358;-15,2236652
boi315;-35,2888;-5,6994;-49,89514344;-7,340632794
boi316;-37,373;-5,1712;-54,61574357;-20,45802999
boi317;-37,373;-5,1712;-50,61128172;-9,364055729
boi318;-35,2888;-5,6994;-49,07147747;-11,72977232
boi319;-35,2888;-5,6994;-50,57021361;-14,74758948
boi320;-35,2888;-5,6994;-52,4254366;-21,71528844
boi322;-37,373;-5,1712;-50,01696035;-5,629799735
boi323;-35,2888;-5,6994;-56,79796312;-14,09555753
boi324;-35,2888;-5,6994;-54,56456909;-19,39552137
boi325;-35,2888;-5,6994;-47,37677424;-23,04253672
boi326;-35,2887;-5,6991;-50,92968093;-17,7945434
boi327;-35,2887;-5,6991;-49,63526941;-6,917778413
boi328;-37,3689;-5,1782;-46,87465289;-23,508902
boi329;-37,3689;-5,1782;-47,22049119;-23,6526325
boi330;-37,3689;-5,1782;-34,88894194;-8,062762483
boi331;-37,3689;-5,1782;-48,748223;-6,189251148
boi332;-37,3689;-5,1782;-40,63031755;-19,53627008
boi333;-37,3689;-5,1782;-38,66401754;-3,736487
boi334;-37,3689;-5,1782;-35,37613082;-8,51111604
boi335;-35,2611;-5,9146;-50,92968093;-17,7945434
boi336;-35,2611;-5,9146;-48,20870525;-7,19132894
boi337;-35,2611;-5,9146;-50,43015506;-6,772978677
boi338;-35,2611;-5,9146;-50,0245774;-8,0544324
boi339;-35,2611;-5,9146;-48,20870525;-7,19132894
boi340;-35,2611;-5,9146;-49,07147747;-11,72977232
boi341;-35,2611;-5,9146;-35,48996498;-6,852715
boi342;-37,3453;-5,1596;-50,57021361;-14,74758948
boi343;-37,3453;-5,1596;-54,61574357;-20,45802999
boi344;-37,3453;-5,1596;-50,01696035;-5,629799735
boi345;-37,3453;-5,1596;-54,61574357;-20,45802999
boi346;-37,3453;-5,1596;-51,69805748;-10,40327408
boi347;-37,3453;-5,1596;-49,25581428;-16,67330977
boi348;-37,3453;-5,1596;-46,92209251;-23,449453
boi349;-37,3608;-5,1502;-41,908636;-21,57727671
boi350;-37,3608;-5,1502;-49,63526941;-6,917778413
boi351;-37,3608;-5,1502;-58,4173358;-15,2236652
boi352;-37,3608;-5,1502;-50,20197358;-19,73194752
boi353;-37,3608;-5,1502;-49,63526941;-6,917778413
boi354;-37,3616;-5,1637;-38,66401754;-3,736487
boi355;-37,3616;-5,1637;-48,20870525;-7,19132894
boi356;-37,3616;-5,1637;-48,20870525;-7,19132894
boi357;-37,3616;-5,1637;-50,61128172;-9,364055729
boi358;-37,3616;-5,1637;-42,8337279;-5,10068111
boi359;-37,3616;-5,1637;-48,88663008;-10,17122075
boi360;-37,3617;-5,1638;-44,06634465;-19,94344591
boi361;-37,3617;-5,1638;-44,1975511;-19,96537924
boi362;-37,0938;-6,4624;-54,81128912;-22,22723554
boi363;-37,0938;-6,4624;-48,27795018;-18,91899861
boi364;-37,3617;-5,1638;-48,20870525;-7,19132894
boi365;-37,3617;-5,1638;-54,1744958;-14,2914966
boi366;-37,3617;-5,1638;-54,61574357;-20,45802999
boi367;-37,3617;-5,1638;-56,79796312;-14,09555753
boi368;-37,3617;-5,1638;-44,06634465;-19,94344591
boi369;-37,3617;-5,1638;-50,01696035;-5,629799735
boi370;-37,3617;-5,1638;-50,57021361;-14,74758948
boi371;-37,3617;-5,1638;-45,1833277;-3,636708522
boi372;-35,2037;-5,7932;-46,78881014;-23,533612
boi373;-35,2037;-5,7932;-51,40520808;-26,90316461
boi374;-35,2037;-5,7932;-54,56456909;-19,39552137
boi375;-35,2037;-5,7932;-46,82124801;-22,4360055
boi376;-35,2037;-5,7932;-50,92968093;-17,7945434
boi377;-35,2037;-5,7932;-56,14466374;-15,65806482
boi378;-35,2037;-5,7933;-54,61574357;-20,45802999
boi379;-35,2037;-5,7933;-50,61128172;-9,364055729
boi380;-35,2039;-5,7933;-54,61574357;-20,45802999
boi381;-35,2038;-5,7933;-50,01696035;-5,629799735
boi382;-35,2038;-5,7933;-51,69805748;-10,40327408
boi383;-35,2038;-5,7932;-60,1692209;-12,7311703
boi384;-37,0969;-6,4632;-48,20870525;-7,19132894
boi385;-37,0969;-6,4632;-49,12681141;-12,47881532
boi386;-37,0969;-6,4632;-48,20870525;-7,19132894
boi387;-37,0969;-6,4632;-51,13352861;-18,56305062
boi388;-37,0969;-6,4632;-56,28243367;-15,56492715
boi389;-35,2754;-5,9295;-38,94977243;-12,4303098
boi390;-35,2754;-5,9295;-47,9836249;-19,71353461
boi391;-35,2754;-5,9295;-53,97438734;-25,23792101
boi392;-35,2754;-5,9295;-56,11000525;-13,83272569
boi393;-35,2753;-5,9295;-51,7952999;-22,70006858
boi394;-35,2753;-5,9295;-50,0245774;-8,0544324
boi395;-35,2753;-5,9295;-50,43015506;-6,772978677
boi396;-35,2754;-5,9294;-45,1833277;-3,636708522
boi397;-35,2754;-5,9294;-47,9190551;-1,296239
boi398;-35,2754;-5,9294;-56,79796312;-14,09555753
boi399;-35,2754;-5,9294;-50,57021361;-14,74758948
boi400;-35,2754;-5,9294;-56,79796312;-14,09555753
boi401;-35,2754;-5,9294;-42,8337279;-5,10068111
boi402;-35,2754;-5,9294;-50,01696035;-5,629799735
boi403;-35,2754;-5,9294;-42,90968427;-20,41664342
boi404;-35,2754;-5,9294;-54,81128912;-22,22723554
boi405;-35,2754;-5,9294;-54,09178213;-25,2924975
boi406;-35,2754;-5,9294;-51,49621531;-27,17030318
boi407;-35,2754;-5,9294;-54,09178213;-25,2924975
boi408;-35,211;-5,8448;-34,91058339;-7,82837199
boi409;-35,2109;-5,8448;-46,87465289;-23,508902
boi410;-35,2109;-5,8448;-45,93714428;-22,230303
boi411;-35,2108;-5,8448;-46,78881014;-23,533612
boi412;-35,2108;-5,8448;-56,14466374;-15,65806482
boi413;-35,2108;-5,845;-50,92968093;-17,7945434
boi414;-35,2108;-5,845;-51,40520808;-26,90316461
boi415;-35,2106;-5,845;-35,37613082;-8,51111604
boi416;-35,2106;-5,845;-47,21230894;-23,081646
boi417;-35,2107;-5,8451;-48,748223;-6,189251148
boi418;-35,2107;-5,8451;-34,88894194;-8,062762483
boi419;-35,2107;-5,8451;-61,8057425;-11,7254349
boi420;-35,2107;-5,8451;-53,80867539;-29,6855818
boi421;-35,2108;-5,8453;-48,42480679;-7,633314911
boi422;-35,2108;-5,8453;-48,56737784;-20,55845552
boi423;-35,2373;-5,819;-50,92968093;-17,7945434
boi424;-35,2373;-5,819;-46,78881014;-23,533612
boi425;-35,2373;-5,819;-50,0245774;-8,0544324
boi426;-35,2373;-5,819;-54,56456909;-19,39552137
boi427;-35,2373;-5,819;-50,57021361;-14,74758948
boi428;-35,2373;-5,819;-54,61574357;-20,45802999
boi429;-35,2373;-5,819;-54,61574357;-20,45802999
boi430;-35,2373;-5,819;-60,1692209;-12,7311703
boi431;-35,2373;-5,819;-46,82124801;-22,4360055
boi432;-35,2373;-5,819;-38,66401754;-3,736487
boi433;-35,2373;-5,819;-34,91058339;-7,82837199
boi434;-35,2373;-5,819;-46,98234347;-22,70678196
boi435;-35,2373;-5,819;-41,88620318;-21,21059108
boi436;-35,2373;-5,819;-47,07154764;-23,43004085
boi437;-35,2373;-5,819;-50,01696035;-5,629799735
boi438;-35,2373;-5,8189;-55,8045706;-20,4823602
boi439;-35,2373;-5,8189;-50,61128172;-9,364055729
boi440;-37,3705;-5,1941;-41,908636;-21,57727671
boi441;-37,3705;-5,1941;-49,63526941;-6,917778413
boi442;-37,3705;-5,1941;-50,0245774;-8,0544324
boi443;-37,3705;-5,1941;-58,4173358;-15,2236652
boi444;-35,2608;-5,9012;-51,49621531;-27,17030318
boi445;-35,2608;-5,9012;-52,61703111;-27,10683702
boi446;-35,2608;-5,9012;-51,15170528;-27,00612907
boi447;-35,2608;-5,9012;-52,2758769;-27,63340581
boi448;-35,2608;-5,9012;-51,86389176;-29,28507007
boi449;-35,2608;-5,9012;-46,88292015;-23,36097138
boi450;-35,2608;-5,9012;-54,09178213;-25,2924975
boi451;-35,2608;-5,9012;-53,74141149;-24,732077
boi452;-35,2608;-5,9012;-51,50668973;-27,17394453
boi453;-35,2608;-5,9012;-55,92177071;-13,07046495
boi454;-35,2615;-5,8993;-51,15170528;-27,00612907
boi455;-35,2615;-5,8993;-34,88894194;-8,062762483
boi456;-35,2615;-5,8993;-40,63031755;-19,53627008
boi457;-35,2615;-5,8993;-38,66401754;-3,736487
boi458;-35,2615;-5,8993;-34,88894194;-8,062762483
boi459;-35,2615;-5,8993;-35,37613082;-8,51111604
boi460;-35,2615;-5,8993;-35,37613082;-8,51111604
boi461;-35,2607;-5,9012;-34,88894194;-8,062762483
boi462;-35,2607;-5,9012;-48,748223;-6,189251148
boi463;-35,3299;-5,8647;-35,48996498;-6,852715
boi464;-35,3299;-5,8647;-52,61703111;-27,10683702
boi465;-35,3299;-5,8647;-44,05666464;-20,02803775
boi466;-35,3299;-5,8646;-48,20870525;-7,19132894
boi467;-35,3299;-5,8646;-51,40520808;-26,90316461
boi468;-35,3299;-5,8646;-46,82124801;-22,4360055
boi469;-35,3299;-5,8646;-51,69805748;-10,40327408
boi470;-35,3299;-5,8647;-52,4465474;-15,3451417
boi471;-35,3299;-5,8646;-49,12681141;-12,47881532
boi472;-35,3314;-5,7918;-52,25269763;-7,233364916
boi473;-35,3314;-5,7918;-47,47981081;-5,526524025
boi474;-35,3314;-5,7918;-50,40546685;-20,2860822
boi475;-35,3314;-5,7918;-59,2962784;-15,0823624
boi476;-35,3314;-5,7918;-46,82124801;-22,4360055
boi477;-35,3311;-5,7917;-48,20870525;-7,19132894
boi478;-35,3311;-5,7917;-38,66401754;-3,736487
boi479;-35,3311;-5,7917;-50,0245774;-8,0544324
